Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCH29,1554.0,OUT046
FDU58,3082.0,OUT013
FDY27,2943.0,OUT017
FDV56,1946.0,OUT035
FDT59,3655.0,OUT046
FDB23,3621.0,OUT046
FDR49,696.0,OUT045
FDB03,1906.0,OUT010
FDN39,2616.0,OUT045
FDX02,4989.0,OUT027
FDQ16,3193.0,OUT027
FDU35,1338.0,OUT018
NCT29,1958.0,OUT013
FDZ27,829.0,OUT046
FDN57,2342.0,OUT017
FDA03,2096.0,OUT018
FDZ36,2918.0,OUT045
NCU05,1326.0,OUT013
FDT39,2176.0,OUT018
FDK60,1719.0,OUT017
FDZ25,2855.0,OUT017
FDG12,2037.0,OUT046
DRB01,1127.0,OUT019
NCC43,5381.0,OUT027
FDX13,2037.0,OUT019
FDM22,1033.0,OUT049
FDJ03,2311.0,OUT027
FDU14,3674.0,OUT018
FDB33,624.0,OUT010
FDP27,3003.0,OUT046
FDO38,-670.0,OUT010
FDE28,5157.0,OUT027
FDO27,1696.0,OUT035
DRL23,3173.0,OUT027
FDS28,961.0,OUT046
FDX24,1550.0,OUT013
FDZ02,1744.0,OUT035
FDL46,1810.0,OUT045
FDS60,4299.0,OUT027
NCO06,629.0,OUT017
FDO16,1524.0,OUT035
FDC60,1542.0,OUT049
FDA48,3194.0,OUT018
FDZ36,4457.0,OUT027
FDK27,1876.0,OUT045
FDW23,374.0,OUT018
FDM14,1506.0,OUT018
FDM14,1790.0,OUT013
FDW60,2600.0,OUT018
FDE21,1914.0,OUT013
NCM42,1877.0,OUT035
FDY59,-372.0,OUT010
DRI49,1383.0,OUT049
FDT28,511.0,OUT019
FDQ22,404.0,OUT018
FDR60,1338.0,OUT049
FDC50,-393.0,OUT019
FDV24,2462.0,OUT013
DRF48,1024.0,OUT010
FDQ47,635.0,OUT046
DRN36,1667.0,OUT049
NCY06,2169.0,OUT035
FDE52,1656.0,OUT035
NCB54,1932.0,OUT045
NCF31,2544.0,OUT035
FDJ08,4451.0,OUT027
NCC07,1781.0,OUT017
NCD19,2363.0,OUT027
FDL46,2016.0,OUT049
FDM20,3834.0,OUT045
NCI06,916.0,OUT010
DRM11,4215.0,OUT035
NCH07,2198.0,OUT018
FDS23,2086.0,OUT013
FDO49,596.0,OUT018
FDS35,1167.0,OUT049
DRK39,1274.0,OUT045
DRI39,1039.0,OUT049
FDV04,2634.0,OUT017
NCN14,3004.0,OUT035
FDH08,3690.0,OUT013
FDS20,2909.0,OUT046
FDV40,1362.0,OUT049
FDZ48,-142.0,OUT010
FDS24,2915.0,OUT027
FDK44,2865.0,OUT049
FDS48,2342.0,OUT045
FDK26,1106.0,OUT010
FDD23,2970.0,OUT045
NCH54,2631.0,OUT017
NCP14,-252.0,OUT010
FDM60,-1182.0,OUT010
FDV24,2518.0,OUT017
FDH08,3340.0,OUT018
FDS12,3467.0,OUT027
FDR39,4323.0,OUT027
FDP12,2131.0,OUT027
DRF60,5193.0,OUT027
FDC09,1846.0,OUT035
FDF50,2884.0,OUT018
FDG28,4052.0,OUT035
NCE19,977.0,OUT017
NCM53,-202.0,OUT010
NCN18,1853.0,OUT049
FDF32,3314.0,OUT035
FDF11,3878.0,OUT013
DRI59,3667.0,OUT049
NCG54,2806.0,OUT035
FDM44,1635.0,OUT046
FDT57,3462.0,OUT018
FDV24,2417.0,OUT046
FDI50,1773.0,OUT019
FDS09,1030.0,OUT035
NCC31,3899.0,OUT027
FDQ07,1599.0,OUT019
FDC22,3167.0,OUT017
FDZ56,2695.0,OUT046
FDZ40,-999.0,OUT019
FDS46,3399.0,OUT027
DRD24,2160.0,OUT045
FDV45,3102.0,OUT017
FDL26,2418.0,OUT045
FDA56,1702.0,OUT018
FDN27,1917.0,OUT046
FDM20,3986.0,OUT049
FDO16,1455.0,OUT017
FDL03,3300.0,OUT035
FDE58,1909.0,OUT046
FDI02,3293.0,OUT027
NCC55,-1233.0,OUT019
FDR03,3048.0,OUT018
FDB14,1637.0,OUT017
FDR45,3854.0,OUT013
NCN07,2151.0,OUT017
FDM51,-179.0,OUT019
FDT52,5367.0,OUT027
FDL26,2461.0,OUT046
NCZ42,3761.0,OUT046
DRI47,419.0,OUT019
FDW40,2322.0,OUT013
FDN34,2741.0,OUT046
FDS01,2986.0,OUT035
NCG55,1786.0,OUT045
FDC11,1544.0,OUT035
FDX35,3336.0,OUT018
NCB06,2516.0,OUT046
FDR09,2189.0,OUT019
FDC53,1672.0,OUT017
FDY45,4078.0,OUT013
FDA22,766.0,OUT010
FDE02,1666.0,OUT035
FDW21,1626.0,OUT045
FDV34,1253.0,OUT046
FDS59,1898.0,OUT049
NCW17,2125.0,OUT017
NCK54,1925.0,OUT046
FDG17,2011.0,OUT019
FDG35,2909.0,OUT017
FDD08,-1268.0,OUT010
NCO07,3423.0,OUT017
FDJ10,360.0,OUT010
FDW36,1775.0,OUT017
FDW21,-268.0,OUT010
FDY19,1998.0,OUT017
DRE03,816.0,OUT013
NCC55,739.0,OUT049
FDH52,-818.0,OUT010
FDO09,4308.0,OUT017
FDU43,3762.0,OUT045
FDX09,854.0,OUT010
FDH40,-519.0,OUT019
FDW58,1802.0,OUT017
FDC47,3674.0,OUT017
NCR41,1664.0,OUT035
DRG49,3981.0,OUT035
FDC52,3943.0,OUT027
FDY13,1221.0,OUT046
FDY35,826.0,OUT013
FDI35,2994.0,OUT017
NCU18,2327.0,OUT049
FDY33,2284.0,OUT018
FDC15,3935.0,OUT027
FDU01,3120.0,OUT049
NCU42,2678.0,OUT046
NCV29,2520.0,OUT018
NCY30,2979.0,OUT017
FDQ46,1898.0,OUT049
FDG58,3949.0,OUT027
FDK33,3482.0,OUT017
NCD07,1788.0,OUT045
NCX29,3719.0,OUT027
NCT42,2378.0,OUT013
DRN59,911.0,OUT035
FDI44,1422.0,OUT035
FDA45,2927.0,OUT049
FDP31,1034.0,OUT045
FDY01,1869.0,OUT046
FDT09,1898.0,OUT018
DRH03,2981.0,OUT027
FDA36,2692.0,OUT018
NCF31,2515.0,OUT017
FDG14,2562.0,OUT049
FDG28,5391.0,OUT027
FDU14,4066.0,OUT049
FDY47,249.0,OUT019
FDI56,1553.0,OUT049
DRD01,992.0,OUT013
FDM22,961.0,OUT046
FDH33,742.0,OUT013
DRZ24,1932.0,OUT013
NCQ38,1673.0,OUT046
FDO16,2829.0,OUT027
FDU07,3833.0,OUT027
NCB07,3086.0,OUT013
FDU48,2040.0,OUT045
NCM43,2530.0,OUT045
FDR31,426.0,OUT010
DRK49,412.0,OUT018
NCI30,1912.0,OUT010
DRD60,2963.0,OUT017
NCG19,3673.0,OUT046
FDH12,1822.0,OUT035
FDM32,1650.0,OUT035
FDM27,2652.0,OUT035
NCU53,4071.0,OUT027
NCQ18,1551.0,OUT046
FDS10,2894.0,OUT013
FDB33,3967.0,OUT027
FDI12,1466.0,OUT013
NCW42,3510.0,OUT013
NCC06,1750.0,OUT018
FDW02,2168.0,OUT017
NCD43,1761.0,OUT017
FDM57,1104.0,OUT018
FDA58,3848.0,OUT017
FDK56,2937.0,OUT046
FDP52,3632.0,OUT045
FDW20,1722.0,OUT018
FDS52,1729.0,OUT049
NCT29,1607.0,OUT018
NCL54,2834.0,OUT013
FDC05,3104.0,OUT045
FDF34,3312.0,OUT035
FDP03,3491.0,OUT027
FDD32,-512.0,OUT010
FDZ10,1980.0,OUT045
FDZ40,1040.0,OUT035
FDD51,460.0,OUT018
NCY30,941.0,OUT019
FDP58,3536.0,OUT017
FDV49,4276.0,OUT017
FDY24,-995.0,OUT019
NCO55,1783.0,OUT017
FDR13,2016.0,OUT017
FDS51,1133.0,OUT017
FDP26,1614.0,OUT045
NCB54,3495.0,OUT027
FDF32,3241.0,OUT017
FDN31,2716.0,OUT018
DRM48,687.0,OUT017
FDN20,2806.0,OUT049
DRL01,3709.0,OUT046
FDV56,1880.0,OUT049
DRH13,3177.0,OUT027
FDA03,2476.0,OUT017
FDF47,4993.0,OUT027
FDX32,2375.0,OUT046
FDX57,1714.0,OUT049
NCA30,2914.0,OUT045
FDO49,914.0,OUT013
FDL04,-225.0,OUT019
DRM48,749.0,OUT035
FDR16,3434.0,OUT013
NCC19,2739.0,OUT018
NCE42,3640.0,OUT045
FDY24,1044.0,OUT017
FDH19,2895.0,OUT049
FDJ46,2810.0,OUT013
FDN45,1612.0,OUT010
FDY08,2386.0,OUT035
FDZ37,1614.0,OUT035
NCT30,683.0,OUT045
DRY23,440.0,OUT018
NCZ30,1648.0,OUT018
FDC44,1522.0,OUT018
FDB45,1834.0,OUT035
FDY04,2678.0,OUT013
FDM27,2553.0,OUT046
FDZ43,3957.0,OUT017
FDT39,561.0,OUT019
NCC06,109.0,OUT019
FDL15,3901.0,OUT027
FDL57,4202.0,OUT017
FDU08,1605.0,OUT046
FDK40,4302.0,OUT017
FDQ12,1708.0,OUT010
FDS48,2526.0,OUT017
FDP09,3290.0,OUT045
FDW21,1769.0,OUT049
FDY25,3038.0,OUT035
DRE13,1471.0,OUT017
FDV43,-1183.0,OUT019
FDD22,1716.0,OUT045
FDM46,-447.0,OUT019
NCO30,1010.0,OUT010
FDM25,2803.0,OUT046
NCN41,2039.0,OUT049
FDU24,1478.0,OUT045
FDZ50,2953.0,OUT046
FDP45,4050.0,OUT013
NCM54,1924.0,OUT045
FDW10,903.0,OUT019
FDP20,2156.0,OUT017
FDK32,2459.0,OUT046
FDN52,1548.0,OUT049
FDM58,1762.0,OUT045
FDZ46,3239.0,OUT027
NCA18,1568.0,OUT018
FDD35,1975.0,OUT046
NCK31,941.0,OUT035
FDI40,3101.0,OUT027
FDT50,-293.0,OUT019
NCT06,2603.0,OUT046
FDT31,3128.0,OUT035
FDT45,994.0,OUT049
FDT13,2916.0,OUT045
FDO50,1418.0,OUT045
NCU18,298.0,OUT010
NCR54,3165.0,OUT049
NCO18,2523.0,OUT018
FDU09,902.0,OUT045
FDT13,2710.0,OUT018
FDE09,1813.0,OUT046
NCK53,-283.0,OUT019
FDG45,3474.0,OUT049
DRH15,877.0,OUT035
FDO21,1707.0,OUT019
FDD14,4349.0,OUT027
FDC09,1703.0,OUT046
FDH45,2217.0,OUT027
FDV32,1059.0,OUT046
FDG12,2132.0,OUT035
FDS32,2322.0,OUT013
NCL55,3670.0,OUT018
DRE01,3945.0,OUT035
DRE15,1359.0,OUT049
NCL42,3810.0,OUT045
FDP31,1110.0,OUT013
FDN33,1264.0,OUT018
FDZ59,2647.0,OUT046
FDE45,926.0,OUT010
FDJ07,1950.0,OUT013
FDQ45,2716.0,OUT018
FDM33,4923.0,OUT027
FDO15,-626.0,OUT010
FDM46,1502.0,OUT013
FDR03,3258.0,OUT045
FDY49,2418.0,OUT018
FDQ60,1864.0,OUT045
FDW10,2904.0,OUT049
FDO51,907.0,OUT049
FDJ40,1518.0,OUT018
FDS20,2618.0,OUT018
FDU45,1886.0,OUT013
FDV02,2838.0,OUT035
FDN09,3839.0,OUT046
NCM55,4387.0,OUT027
FDN23,2070.0,OUT018
FDY31,398.0,OUT010
FDW03,-154.0,OUT010
FDD14,2879.0,OUT046
FDV23,2108.0,OUT017
DRI03,2720.0,OUT045
FDN13,1722.0,OUT035
FDF45,2501.0,OUT027
FDU46,1612.0,OUT035
FDB57,3670.0,OUT049
FDV12,1756.0,OUT049
FDQ58,2482.0,OUT013
NCA18,1931.0,OUT017
FDH52,1163.0,OUT049
FDM24,2156.0,OUT018
NCP43,4309.0,OUT027
NCO18,885.0,OUT019
FDM32,1600.0,OUT017
NCL07,731.0,OUT017
FDK03,4070.0,OUT013
FDP59,1786.0,OUT017
FDQ24,4062.0,OUT049
FDQ16,1486.0,OUT018
FDU44,2634.0,OUT013
FDH28,-1232.0,OUT010
FDV28,-1265.0,OUT019
FDM22,874.0,OUT045
FDR56,3137.0,OUT046
FDV39,3249.0,OUT049
FDU37,-551.0,OUT019
FDQ11,2136.0,OUT010
FDX02,3470.0,OUT045
NCS42,1183.0,OUT018
FDY57,3019.0,OUT027
FDB21,3908.0,OUT049
FDE28,3767.0,OUT017
FDQ55,1977.0,OUT017
FDA48,3615.0,OUT049
FDZ19,2690.0,OUT045
NCC43,3882.0,OUT045
NCV18,1289.0,OUT046
NCA42,2246.0,OUT018
FDY45,4071.0,OUT046
NCC30,2746.0,OUT045
FDM57,1458.0,OUT013
FDL09,744.0,OUT010
FDB09,3449.0,OUT027
FDT44,2042.0,OUT035
NCT06,4051.0,OUT027
FDX26,3007.0,OUT049
FDK32,2526.0,OUT013
DRA12,2285.0,OUT046
FDO46,1138.0,OUT010
FDE52,1506.0,OUT013
NCH42,3538.0,OUT045
FDV08,886.0,OUT035
FDB47,3050.0,OUT018
FDC28,-108.0,OUT010
FDD22,1815.0,OUT046
FDS07,3313.0,OUT027
DRI13,3360.0,OUT045
FDG32,3218.0,OUT018
FDU14,4065.0,OUT017
FDD28,-891.0,OUT019
NCP41,1837.0,OUT017
FDS08,2878.0,OUT049
FDX47,2480.0,OUT045
FDC53,-263.0,OUT019
FDQ19,4010.0,OUT035
FDL14,2440.0,OUT045
FDM33,1605.0,OUT019
FDA51,1770.0,OUT045
FDZ27,558.0,OUT018
FDT04,703.0,OUT046
DRC13,2147.0,OUT049
FDR16,4891.0,OUT027
FDQ03,5235.0,OUT027
FDE38,2810.0,OUT035
DRH23,2361.0,OUT027
FDT11,1129.0,OUT019
FDD09,3010.0,OUT035
FDR40,1322.0,OUT045
FDX07,3090.0,OUT017
FDR07,1698.0,OUT035
FDA51,1956.0,OUT017
FDT59,1765.0,OUT019
FDF20,3193.0,OUT017
FDR13,1818.0,OUT045
FDY26,3479.0,OUT049
FDW04,2235.0,OUT017
FDK52,3692.0,OUT017
FDN60,2595.0,OUT049
FDM09,843.0,OUT019
FDP46,1541.0,OUT049
FDB50,-647.0,OUT019
NCQ29,4147.0,OUT049
FDP16,5335.0,OUT027
FDX33,2316.0,OUT018
FDP07,1142.0,OUT010
FDN22,4003.0,OUT046
FDF39,4287.0,OUT049
FDS21,1148.0,OUT017
NCM42,1738.0,OUT013
FDK50,731.0,OUT019
DRF13,3797.0,OUT027
FDH35,2336.0,OUT018
FDP60,1358.0,OUT018
DRJ49,3549.0,OUT027
NCT42,453.0,OUT019
FDE38,2770.0,OUT049
FDI04,3284.0,OUT049
NCH54,2404.0,OUT045
FDT56,1100.0,OUT049
DRD15,3370.0,OUT018
FDV58,3098.0,OUT013
FDP21,3114.0,OUT049
FDH05,3746.0,OUT013
FDR10,4037.0,OUT027
NCP06,2286.0,OUT045
FDF33,1832.0,OUT049
DRK37,3016.0,OUT013
DRH49,1296.0,OUT045
FDT58,2690.0,OUT013
FDD41,1440.0,OUT018
FDP40,1540.0,OUT018
FDM51,3151.0,OUT027
FDO45,-464.0,OUT010
FDW33,-218.0,OUT010
FDY24,860.0,OUT045
FDB10,1848.0,OUT010
FDM40,2386.0,OUT035
NCI06,2939.0,OUT017
FDW12,449.0,OUT019
FDX48,3965.0,OUT027
NCW05,3129.0,OUT027
FDX27,1674.0,OUT017
DRM37,3048.0,OUT045
FDA38,3748.0,OUT045
FDR36,705.0,OUT046
FDZ45,3149.0,OUT046
FDG05,2673.0,OUT017
FDK28,4110.0,OUT013
FDV47,1330.0,OUT045
FDN21,2488.0,OUT045
FDP20,3501.0,OUT027
FDI35,2826.0,OUT045
DRY23,776.0,OUT013
FDA56,2078.0,OUT017
FDB09,2002.0,OUT013
NCO26,3305.0,OUT027
FDQ49,2262.0,OUT018
FDI52,3411.0,OUT027
FDZ44,3339.0,OUT027
FDZ09,2324.0,OUT018
FDY03,1952.0,OUT049
NCG42,2161.0,OUT017
DRI13,4901.0,OUT027
FDQ32,2090.0,OUT013
FDW16,1654.0,OUT035
FDU27,811.0,OUT046
FDR28,730.0,OUT010
FDQ49,656.0,OUT010
FDS37,1869.0,OUT046
FDW26,3232.0,OUT018
FDX12,3596.0,OUT018
NCP06,2414.0,OUT013
FDW45,410.0,OUT010
NCN30,1611.0,OUT049
FDN24,972.0,OUT049
NCL41,1997.0,OUT027
FDR02,-127.0,OUT019
FDD09,984.0,OUT010
FDS33,-516.0,OUT010
FDU22,1848.0,OUT045
FDI53,2650.0,OUT013
DRH01,2867.0,OUT049
FDX32,2354.0,OUT013
NCP30,377.0,OUT018
FDB60,3038.0,OUT045
FDB14,1652.0,OUT049
NCP02,1070.0,OUT035
FDJ10,2360.0,OUT017
FDG34,1827.0,OUT046
NCB18,1493.0,OUT017
FDM16,1367.0,OUT049
FDW25,1090.0,OUT018
FDB35,-406.0,OUT010
DRN11,2284.0,OUT013
FDF41,1985.0,OUT019
FDH16,1360.0,OUT045
NCQ50,3075.0,OUT018
DRH23,624.0,OUT018
DRJ37,2440.0,OUT013
DRJ24,4353.0,OUT027
FDY16,3104.0,OUT035
FDQ27,1676.0,OUT045
FDZ33,2294.0,OUT045
FDF29,2082.0,OUT045
FDA08,2749.0,OUT049
FDG31,1079.0,OUT046
FDE34,963.0,OUT019
NCR30,2631.0,OUT027
FDV33,4268.0,OUT035
DRZ24,1632.0,OUT018
NCL54,2894.0,OUT035
FDR12,2892.0,OUT049
NCC54,3777.0,OUT046
DRN59,792.0,OUT013
FDX50,-137.0,OUT019
FDV31,4285.0,OUT027
NCA29,4181.0,OUT027
FDW60,2967.0,OUT049
FDX08,2999.0,OUT017
DRD49,3732.0,OUT013
FDD33,3661.0,OUT046
FDW35,758.0,OUT013
FDJ36,1783.0,OUT017
FDV51,2794.0,OUT035
FDW36,1711.0,OUT046
FDH35,2635.0,OUT046
NCS30,3521.0,OUT027
FDN49,778.0,OUT017
FDL08,3622.0,OUT018
FDI09,3870.0,OUT013
FDP19,1782.0,OUT018
FDU21,-1316.0,OUT010
NCP41,1637.0,OUT045
FDY10,1846.0,OUT013
FDP12,392.0,OUT018
NCN26,1961.0,OUT049
FDK44,2798.0,OUT013
FDC28,1875.0,OUT049
FDJ41,5611.0,OUT027
NCT29,2088.0,OUT035
NCH42,1687.0,OUT019
FDU60,2426.0,OUT018
FDS02,3032.0,OUT045
FDC51,2031.0,OUT046
FDU03,2974.0,OUT013
FDX39,3326.0,OUT045
NCY05,-1316.0,OUT010
NCL06,5525.0,OUT027
FDD32,1494.0,OUT035
NCN41,1864.0,OUT045
NCX53,2351.0,OUT049
FDU57,515.0,OUT019
FDQ23,1681.0,OUT046
FDQ52,3848.0,OUT045
FDC14,660.0,OUT045
FDY09,2958.0,OUT035
FDQ28,2466.0,OUT045
FDV25,3505.0,OUT046
FDJ07,2024.0,OUT035
DRB25,1785.0,OUT049
FDK52,1677.0,OUT019
FDY52,2517.0,OUT027
FDB28,3125.0,OUT046
FDT36,764.0,OUT035
FDV25,3623.0,OUT017
NCN07,3515.0,OUT027
FDC57,3202.0,OUT017
FDQ03,3506.0,OUT018
FDU23,2774.0,OUT017
NCX41,3494.0,OUT035
NCD06,885.0,OUT035
FDW08,1642.0,OUT045
NCU29,2387.0,OUT017
NCE06,2554.0,OUT013
FDV52,-2.0,OUT010
FDB02,2958.0,OUT017
NCR18,638.0,OUT045
FDK16,1620.0,OUT049
NCQ29,2122.0,OUT010
FDZ01,-175.0,OUT019
FDW27,2668.0,OUT035
FDD17,3486.0,OUT018
FDW39,2914.0,OUT013
DRH59,1108.0,OUT045
FDS52,1682.0,OUT013
FDU40,4551.0,OUT027
NCF54,2762.0,OUT013
FDH46,1632.0,OUT045
NCP14,1729.0,OUT049
FDH50,3068.0,OUT049
DRF15,528.0,OUT010
FDV27,2913.0,OUT027
NCJ06,2001.0,OUT049
FDN02,2970.0,OUT018
FDQ51,946.0,OUT049
FDQ07,3656.0,OUT017
FDS45,1839.0,OUT049
NCJ06,1843.0,OUT045
FDD36,2030.0,OUT035
FDY25,2850.0,OUT045
FDU52,2473.0,OUT046
DRK47,3669.0,OUT017
NCL30,2133.0,OUT017
FDN22,4156.0,OUT035
NCF30,3427.0,OUT027
FDK03,4222.0,OUT035
FDT45,1022.0,OUT017
NCC54,5199.0,OUT027
FDP08,2844.0,OUT018
FDU44,2637.0,OUT046
DRG39,1013.0,OUT035
FDU32,2080.0,OUT049
FDY27,2949.0,OUT049
NCP54,1990.0,OUT013
NCZ41,2113.0,OUT049
DRL49,2300.0,OUT013
FDI05,990.0,OUT018
FDY56,3548.0,OUT045
DRC13,2084.0,OUT013
NCV29,2931.0,OUT017
FDR24,1584.0,OUT049
FDZ34,2766.0,OUT018
FDP37,2142.0,OUT035
FDX08,4331.0,OUT027
FDS57,2186.0,OUT045
NCG18,1733.0,OUT049
FDK25,2422.0,OUT018
FDH53,1490.0,OUT049
DRI59,3248.0,OUT018
FDA52,2841.0,OUT046
FDT20,-1256.0,OUT010
FDE36,743.0,OUT019
FDI24,2869.0,OUT017
FDB28,2868.0,OUT018
FDV11,2954.0,OUT017
FDP01,2495.0,OUT046
FDD34,4043.0,OUT027
FDJ50,2331.0,OUT027
FDZ44,1938.0,OUT013
DRO59,1361.0,OUT035
DRB48,638.0,OUT045
FDR21,2498.0,OUT018
NCE42,1798.0,OUT010
FDO23,1497.0,OUT046
NCE30,3048.0,OUT018
FDQ22,798.0,OUT035
FDY01,1802.0,OUT045
FDS08,2918.0,OUT017
FDG28,3674.0,OUT018
FDQ51,596.0,OUT018
FDB05,4030.0,OUT017
FDO56,2014.0,OUT049
FDE02,1196.0,OUT018
FDN45,3615.0,OUT017
FDS09,890.0,OUT013
NCA54,2574.0,OUT018
FDP09,1454.0,OUT010
FDC53,1534.0,OUT045
NCM55,3027.0,OUT017
FDL09,2428.0,OUT018
FDA11,-385.0,OUT019
FDA50,1446.0,OUT045
FDC23,2956.0,OUT017
FDE22,2633.0,OUT049
FDD23,3013.0,OUT046
NCA29,2825.0,OUT049
FDK38,2353.0,OUT046
DRC13,1996.0,OUT046
NCP43,2923.0,OUT049
FDX28,1722.0,OUT049
FDF08,1600.0,OUT049
FDZ33,2377.0,OUT046
FDD10,2992.0,OUT049
FDO58,2688.0,OUT017
FDI50,3792.0,OUT017
FDO58,2570.0,OUT045
FDX08,2910.0,OUT013
NCK17,-1230.0,OUT010
FDF39,4334.0,OUT035
FDU45,-72.0,OUT010
NCJ18,1546.0,OUT018
DRC27,1967.0,OUT019
DRC25,1511.0,OUT035
FDU59,2694.0,OUT035
FDU28,3186.0,OUT035
NCP30,676.0,OUT046
FDB39,638.0,OUT018
FDE41,1494.0,OUT013
DRH11,-1012.0,OUT010
FDA58,3666.0,OUT045
FDU50,1903.0,OUT046
FDM34,2110.0,OUT013
FDM44,3101.0,OUT027
FDR39,2846.0,OUT045
FDM25,2764.0,OUT045
FDQ49,2642.0,OUT049
DRH25,592.0,OUT018
FDM09,4203.0,OUT027
FDL44,687.0,OUT019
NCR42,256.0,OUT018
DRL59,867.0,OUT046
FDX43,2722.0,OUT013
DRK47,1648.0,OUT010
FDU48,1822.0,OUT018
FDY12,798.0,OUT045
NCN43,1667.0,OUT018
NCM55,2608.0,OUT018
FDQ21,3445.0,OUT027
FDX13,4106.0,OUT035
NCK30,5425.0,OUT027
FDG20,2914.0,OUT049
DRG27,757.0,OUT017
FDY14,3882.0,OUT018
FDP59,1834.0,OUT035
FDU60,2835.0,OUT017
NCC18,769.0,OUT019
DRJ39,3539.0,OUT017
FDS07,1931.0,OUT049
FDM08,5025.0,OUT027
FDP51,1896.0,OUT045
FDU16,1532.0,OUT035
FDH12,1738.0,OUT013
DRE48,1200.0,OUT010
NCL42,5295.0,OUT027
FDR21,2746.0,OUT045
NCW29,2216.0,OUT035
FDO11,4034.0,OUT013
NCM31,2329.0,OUT049
FDV35,549.0,OUT019
FDF58,1135.0,OUT017
NCE43,2745.0,OUT049
FDA02,2480.0,OUT035
DRL37,-1168.0,OUT010
FDR24,1238.0,OUT018
FDW59,1463.0,OUT049
FDS22,913.0,OUT049
FDW24,930.0,OUT017
FDU24,1712.0,OUT035
FDA21,4435.0,OUT027
FDH58,3355.0,OUT027
FDW36,1392.0,OUT018
FDI45,4209.0,OUT027
FDU01,2726.0,OUT018
FDF35,3195.0,OUT027
FDU43,1911.0,OUT019
FDE24,385.0,OUT019
FDK50,2709.0,OUT049
FDG31,976.0,OUT045
FDC60,1414.0,OUT045
FDL36,1486.0,OUT013
FDP21,3086.0,OUT013
FDW16,1438.0,OUT045
FDX02,3659.0,OUT017
FDQ58,3947.0,OUT027
FDT51,1827.0,OUT046
FDD59,1444.0,OUT049
NCM42,1449.0,OUT018
FDA57,414.0,OUT018
FDZ48,1942.0,OUT035
FDE46,2370.0,OUT045
NCZ30,29.0,OUT019
FDB56,3140.0,OUT017
FDA25,3185.0,OUT027
FDD20,2054.0,OUT013
FDL25,1558.0,OUT013
NCO18,2887.0,OUT049
FDJ45,694.0,OUT017
FDR12,2892.0,OUT035
NCF19,-1150.0,OUT010
FDK25,2665.0,OUT046
NCR17,1813.0,OUT046
FDC52,2479.0,OUT046
NCA54,2953.0,OUT017
FDR45,1892.0,OUT010
NCM19,1911.0,OUT049
FDF39,5671.0,OUT027
FDX23,1667.0,OUT049
FDD58,3057.0,OUT027
FDX28,1670.0,OUT013
NCD31,2602.0,OUT013
FDU57,2152.0,OUT018
FDI27,817.0,OUT046
NCM42,1715.0,OUT046
FDD32,2825.0,OUT027
FDI34,3690.0,OUT013
NCM29,2159.0,OUT049
