Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDY59,-325.276642448,OUT010
DRI49,1411.61646162,OUT049
FDT28,537.207192322,OUT019
FDQ22,492.451610447,OUT018
FDR60,1379.38440461,OUT049
FDC50,-340.253108254,OUT019
FDV24,2420.16963435,OUT013
DRF48,1114.89364849,OUT010
FDQ47,720.702410755,OUT046
DRN36,1683.40372508,OUT049
NCY06,2186.54569668,OUT035
FDE52,1667.71003486,OUT035
NCB54,1960.27342329,OUT045
NCF31,2544.24671933,OUT035
FDJ08,4390.76265435,OUT027
NCC07,1827.14444929,OUT017
NCD19,2337.08493113,OUT027
FDL46,2028.75640463,OUT049
FDM20,3747.4870289,OUT045
NCI06,943.0398761,OUT010
DRM11,4122.36453302,OUT035
NCH07,2216.56153761,OUT018
FDS23,2100.72780063,OUT013
FDO49,669.611070012,OUT018
FDS35,1217.22171406,OUT049
DRK39,1285.97268137,OUT045
DRI39,1099.97800658,OUT049
FDV04,2624.86311097,OUT017
NCN14,2975.48339066,OUT035
FDH08,3643.51671542,OUT013
FDS20,2869.66552315,OUT046
FDV40,1379.97845421,OUT049
FDZ48,-86.8922614234,OUT010
FDS24,2932.01485321,OUT027
FDK44,2828.49794322,OUT049
FDS48,2339.16280317,OUT045
FDK26,1102.71344937,OUT010
FDD23,2937.07155905,OUT045
NCH54,2634.21833734,OUT017
NCP14,-188.768882834,OUT010
FDM60,-1102.89920583,OUT010
FDV24,2476.40494216,OUT017
FDH08,3307.19397147,OUT018
FDS12,3456.9008642,OUT027
FDR39,4257.41986228,OUT027
FDP12,2172.11169284,OUT027
DRF60,5054.84003519,OUT027
FDC09,1883.50866271,OUT035
FDF50,2792.63109699,OUT018
FDG28,3949.81155231,OUT035
NCE19,1057.1553589,OUT017
NCM53,-135.381197854,OUT010
NCN18,1869.17236579,OUT049
FDF32,3238.1001142,OUT035
FDF11,3794.36755011,OUT013
DRI59,3568.41431664,OUT049
NCG54,2780.94239835,OUT035
FDM44,1678.20343447,OUT046
FDT57,3413.21426062,OUT018
FDV24,2369.63571173,OUT046
FDI50,1710.72045068,OUT019
FDS09,1104.35274976,OUT035
NCC31,3861.48683499,OUT027
FDQ07,1570.35606008,OUT019
FDC22,3127.28160646,OUT017
FDZ56,2686.51349778,OUT046
FDZ40,-886.762611024,OUT019
FDS46,3392.07890394,OUT027
DRD24,2178.02259319,OUT045
FDV45,3076.11071719,OUT017
FDL26,2402.33000014,OUT045
FDA56,1738.91109467,OUT018
FDN27,1901.25451177,OUT046
FDM20,3893.60927146,OUT049
FDO16,1507.21738987,OUT017
FDL03,3249.54572823,OUT035
FDE58,1865.62193029,OUT046
FDI02,3275.79562753,OUT027
NCC55,-1192.37700054,OUT019
FDR03,2987.90115205,OUT018
FDB14,1662.16794603,OUT017
FDR45,3772.5792602,OUT013
NCN07,2178.64376018,OUT017
FDM51,-145.537684106,OUT019
FDT52,5264.67650172,OUT027
FDL26,2437.14378285,OUT046
NCZ42,3677.86896704,OUT046
DRI47,456.852184198,OUT019
FDW40,2322.44727496,OUT013
FDN34,2710.53607795,OUT046
FDS01,2961.64901331,OUT035
NCG55,1786.90587158,OUT045
FDC11,1578.88964007,OUT035
FDX35,3287.55282204,OUT018
NCB06,2504.74362204,OUT046
FDR09,2147.00687623,OUT019
FDC53,1723.17013144,OUT017
FDY45,3990.43044645,OUT013
FDA22,754.865321077,OUT010
FDE02,1702.44374962,OUT035
FDW21,1637.82544745,OUT045
FDV34,1307.50167954,OUT046
FDS59,1937.41075381,OUT049
NCW17,2147.71229495,OUT017
NCK54,1804.49716056,OUT046
FDG17,1966.89554713,OUT019
FDG35,2883.71819001,OUT017
FDD08,-1134.57657253,OUT010
NCO07,3381.1193548,OUT017
FDJ10,409.074381679,OUT010
FDW36,1811.79120108,OUT017
FDW21,-104.461728676,OUT010
FDY19,2023.89816239,OUT017
DRE03,889.322324309,OUT013
NCC55,786.130311373,OUT049
FDH52,-728.136980609,OUT010
FDO09,4203.26761963,OUT017
FDU43,3686.94873121,OUT045
FDX09,883.518810045,OUT010
FDH40,-431.887096913,OUT019
FDW58,1823.74202617,OUT017
FDC47,3624.10585052,OUT017
NCR41,1674.34925405,OUT035
DRG49,3913.44760387,OUT035
FDC52,3894.60380496,OUT027
FDY13,1276.96891887,OUT046
FDY35,915.828506057,OUT013
FDI35,2960.63683493,OUT017
NCU18,2342.63096312,OUT049
FDY33,2273.20129787,OUT018
FDC15,3895.31238989,OUT027
FDU01,3082.50972816,OUT049
NCU42,2650.15688865,OUT046
NCV29,2512.73202131,OUT018
NCY30,2959.982471,OUT017
FDQ46,1913.09458044,OUT049
FDG58,3895.06067373,OUT027
FDK33,3446.54875317,OUT017
NCD07,1756.65206515,OUT045
NCX29,3699.26164993,OUT027
NCT42,2382.28370822,OUT013
DRN59,948.016768183,OUT035
FDI44,1465.35014339,OUT035
FDA45,2867.56636936,OUT049
FDP31,1088.44483762,OUT045
FDY01,1874.20155369,OUT046
FDT09,1921.91249762,OUT018
DRH03,2974.05020701,OUT027
FDA36,2682.49733039,OUT018
NCF31,2514.30899676,OUT017
FDG14,2548.19045852,OUT049
FDG28,5255.85987429,OUT027
FDU14,3974.30285005,OUT049
FDY47,277.641069674,OUT019
FDI56,1604.59535673,OUT049
DRD01,1058.29012723,OUT013
FDM22,1015.68002579,OUT046
FDH33,806.119052979,OUT013
DRZ24,1906.80637334,OUT013
NCQ38,1707.03685173,OUT046
FDO16,2848.95168697,OUT027
FDU07,3804.06722455,OUT027
NCB07,3053.21563275,OUT013
FDU48,2070.67750386,OUT045
NCM43,2539.13691073,OUT045
FDR31,477.444268777,OUT010
DRK49,485.864096502,OUT018
NCI30,1891.28519613,OUT010
DRD60,2935.47351446,OUT017
NCG19,3591.59489809,OUT046
FDH12,1864.06212035,OUT035
FDM32,1664.43575173,OUT035
FDM27,2628.2187788,OUT035
NCU53,4016.95636286,OUT027
NCQ18,1583.41886452,OUT046
FDS10,2857.05839627,OUT013
FDB33,3943.71205963,OUT027
FDI12,1500.62838292,OUT013
NCW42,3454.65393654,OUT013
NCC06,1793.7615499,OUT018
FDW02,2170.50274849,OUT017
NCD43,1793.75065076,OUT017
FDM57,1168.99602014,OUT018
FDA58,3746.90929759,OUT017
FDK56,2868.85946841,OUT046
FDP52,3566.36119149,OUT045
FDW20,1741.15528581,OUT018
FDS52,1776.74925413,OUT049
NCT29,1649.0057834,OUT018
NCL54,2751.19078654,OUT013
FDC05,3073.98494268,OUT045
FDF34,3278.40953016,OUT035
FDP03,3472.94306917,OUT027
FDD32,-434.45057684,OUT010
FDZ10,1993.93999954,OUT045
FDZ40,1122.39635254,OUT035
FDD51,516.690840852,OUT018
NCY30,946.522512834,OUT019
FDP58,3467.84734642,OUT017
FDV49,4193.47025884,OUT017
FDY24,-941.372948875,OUT019
NCO55,1823.91886774,OUT017
FDR13,2050.36284669,OUT017
FDS51,1189.71399758,OUT017
FDP26,1615.80484186,OUT045
NCB54,3480.87727345,OUT027
FDF32,3166.54587954,OUT017
FDN31,2700.78691377,OUT018
DRM48,765.514862238,OUT017
FDN20,2775.50398377,OUT049
DRL01,3623.24474698,OUT046
FDV56,1913.09692563,OUT049
DRH13,3174.45651784,OUT027
FDA03,2462.12737939,OUT017
FDF47,4894.18164611,OUT027
FDX32,2355.19177818,OUT046
FDX57,1735.69689006,OUT049
NCA30,2873.11882789,OUT045
FDO49,974.919441648,OUT013
FDL04,-167.800363132,OUT019
DRM48,825.172013368,OUT035
FDR16,3368.33957102,OUT013
NCC19,2710.49546889,OUT018
NCE42,3570.90964825,OUT045
FDY24,1090.87683992,OUT017
FDH19,2878.57130452,OUT049
FDJ46,2759.40051066,OUT013
FDN45,1587.32422804,OUT010
FDY08,2398.77220527,OUT035
FDZ37,1626.75575506,OUT035
NCT30,777.886007046,OUT045
DRY23,526.923678563,OUT018
NCZ30,1682.23367792,OUT018
FDC44,1542.39015218,OUT018
FDB45,1873.25286619,OUT035
FDY04,2669.55883906,OUT013
FDM27,2525.92035424,OUT046
FDZ43,3877.35361694,OUT017
FDT39,601.465460296,OUT019
NCC06,170.064559105,OUT019
FDL15,3876.91664217,OUT027
FDL57,4122.93549738,OUT017
FDU08,1628.34663975,OUT046
FDK40,4159.58410308,OUT017
FDQ12,1698.3633907,OUT010
FDS48,2506.18766251,OUT017
FDP09,3260.85902404,OUT045
FDW21,1775.06051046,OUT049
FDY25,2982.06684759,OUT035
DRE13,1524.2590931,OUT017
FDV43,-1076.42927854,OUT019
FDD22,1750.74648498,OUT045
FDM46,-369.856800895,OUT019
NCO30,1013.52798264,OUT010
FDM25,2774.99624673,OUT046
NCN41,2068.81998252,OUT049
FDU24,1486.87506153,OUT045
FDZ50,2918.30099029,OUT046
FDP45,3979.40426545,OUT013
NCM54,1947.01085562,OUT045
FDW10,870.912510807,OUT019
FDP20,2162.72282691,OUT017
FDK32,2436.6086211,OUT046
FDN52,1590.44504809,OUT049
FDM58,1787.26520209,OUT045
FDZ46,3225.57132823,OUT027
NCA18,1609.59735401,OUT018
FDD35,1959.54964189,OUT046
NCK31,1027.98559649,OUT035
FDI40,3105.61811748,OUT027
FDT50,-242.287127633,OUT019
NCT06,2573.18949569,OUT046
FDT31,3112.52507599,OUT035
FDT45,1049.2944198,OUT049
FDT13,2881.6575647,OUT045
FDO50,1430.1268059,OUT045
NCU18,353.25052309,OUT010
NCR54,3114.9633747,OUT049
NCO18,2528.5246665,OUT018
FDU09,979.351078514,OUT045
FDT13,2683.8694701,OUT018
FDE09,1833.3059261,OUT046
NCK53,-228.19243228,OUT019
FDG45,3413.44095307,OUT049
DRH15,931.49757136,OUT035
FDO21,1680.83011846,OUT019
FDD14,4297.97992623,OUT027
FDC09,1736.23671669,OUT046
FDH45,2263.68031434,OUT027
FDV32,1119.38533504,OUT046
FDG12,2099.11322721,OUT035
FDS32,2328.78476789,OUT013
NCL55,3573.05099688,OUT018
DRE01,3864.21698748,OUT035
DRE15,1387.38714869,OUT049
NCL42,3736.22432053,OUT045
FDP31,1161.98840089,OUT013
FDN33,1304.90183185,OUT018
FDZ59,2637.58320596,OUT046
FDE45,931.717044262,OUT010
FDJ07,1961.66705862,OUT013
FDQ45,2670.28276979,OUT018
FDM33,4824.03969017,OUT027
FDO15,-519.87938437,OUT010
FDM46,1552.26809682,OUT013
FDR03,3190.14691283,OUT045
FDY49,2422.85466952,OUT018
FDQ60,1893.14571252,OUT045
FDW10,2873.02949673,OUT049
FDO51,966.928791113,OUT049
FDJ40,1551.9973486,OUT018
FDS20,2597.0807127,OUT018
FDU45,1923.32717792,OUT013
FDV02,2814.69788705,OUT035
FDN09,3749.95372049,OUT046
NCM55,4327.74094336,OUT027
FDN23,2074.74101848,OUT018
FDY31,450.208510105,OUT010
FDW03,-72.4203801589,OUT010
FDD14,2856.44652185,OUT046
FDV23,2110.06747477,OUT017
DRI03,2682.76734662,OUT045
FDN13,1758.84820511,OUT035
FDF45,2527.52046485,OUT027
FDU46,1659.9024347,OUT035
FDB57,3617.76758847,OUT049
FDV12,1780.84526663,OUT049
FDQ58,2424.87367225,OUT013
NCA18,1958.02008425,OUT017
FDH52,1217.03590601,OUT049
FDM24,2151.71231785,OUT018
NCP43,4256.69245832,OUT027
NCO18,906.784027952,OUT019
FDM32,1615.19516281,OUT017
NCL07,801.835520184,OUT017
FDK03,3992.60140487,OUT013
FDP59,1831.48022499,OUT017
FDQ24,3974.60468953,OUT049
FDQ16,1532.99925844,OUT018
FDU44,2626.33193401,OUT013
FDH28,-1126.97304316,OUT010
FDV28,-1200.60810589,OUT019
FDM22,947.904831778,OUT045
FDR56,3097.64209901,OUT046
FDV39,3183.54604075,OUT049
FDU37,-506.255459369,OUT019
FDQ11,2181.31835234,OUT010
FDX02,3412.86242134,OUT045
NCS42,1242.99761618,OUT018
FDY57,3014.87006313,OUT027
FDB21,3819.70763895,OUT049
FDE28,3682.56678838,OUT017
FDQ55,1994.73999378,OUT017
FDA48,3546.58973342,OUT049
FDZ19,2679.17589593,OUT045
NCC43,3797.53379078,OUT045
NCV18,1335.36163337,OUT046
NCA42,2216.54000079,OUT018
FDY45,3949.49017434,OUT046
NCC30,2735.6455868,OUT045
FDM57,1506.89774228,OUT013
FDL09,774.849961244,OUT010
FDB09,3448.75551135,OUT027
FDT44,2054.29120258,OUT035
NCT06,3995.36125206,OUT027
FDX26,2976.60252058,OUT049
FDK32,2507.85320723,OUT013
DRA12,2240.55573401,OUT046
FDO46,1114.50860272,OUT010
FDE52,1519.11719499,OUT013
NCH42,3497.04305174,OUT045
FDV08,911.374866397,OUT035
FDB47,3019.27404098,OUT018
FDC28,-107.05902359,OUT010
FDD22,1837.3886828,OUT046
FDS07,3271.51423429,OUT027
DRI13,3300.95259215,OUT045
FDG32,3175.43126645,OUT018
FDU14,3974.35737381,OUT017
FDD28,-863.534347333,OUT019
NCP41,1880.07580941,OUT017
FDS08,2867.48082048,OUT049
FDX47,2491.09619365,OUT045
FDC53,-183.083107102,OUT019
FDQ19,3925.86996713,OUT035
FDL14,2453.04174537,OUT045
FDM33,1545.52975199,OUT019
FDA51,1789.4543608,OUT045
FDZ27,617.850086876,OUT018
FDT04,745.113338816,OUT046
DRC13,2123.64924123,OUT049
FDR16,4791.90871757,OUT027
FDQ03,5116.8045552,OUT027
FDE38,2799.88018456,OUT035
DRH23,2382.26698908,OUT027
FDT11,1140.3272218,OUT019
FDD09,2973.96118357,OUT035
FDR40,1369.19120777,OUT045
FDX07,3008.13679912,OUT017
FDR07,1749.15103171,OUT035
FDA51,1966.61237661,OUT017
FDT59,1724.43495808,OUT019
FDF20,3170.50396503,OUT017
FDR13,1861.18443004,OUT045
FDY26,3434.02557075,OUT049
FDW04,2214.59964717,OUT017
FDK52,3614.20381853,OUT017
FDN60,2589.73788946,OUT049
FDM09,864.230001704,OUT019
FDP46,1549.08456116,OUT049
FDB50,-573.1607888,OUT019
NCQ29,4059.99035497,OUT049
FDP16,5234.02816352,OUT027
FDX33,2308.21857426,OUT018
FDP07,1234.30324451,OUT010
FDN22,3885.83124341,OUT046
FDF39,4192.60642509,OUT049
FDS21,1225.82293773,OUT017
NCM42,1771.39123544,OUT013
FDK50,718.266815804,OUT019
DRF13,3745.24476661,OUT027
FDH35,2322.92143443,OUT018
FDP60,1344.24321339,OUT018
DRJ49,3490.51959943,OUT027
NCT42,481.827656732,OUT019
FDE38,2758.02286478,OUT049
FDI04,3254.51698278,OUT049
NCH54,2418.42303034,OUT045
FDT56,1174.12074395,OUT049
DRD15,3325.42420034,OUT018
FDV58,3056.01416739,OUT013
FDP21,3095.27773426,OUT049
FDH05,3685.59200974,OUT013
FDR10,4000.42178693,OUT027
NCP06,2297.75305031,OUT045
FDF33,1848.12868108,OUT049
DRK37,2970.48083092,OUT013
DRH49,1335.88932448,OUT045
FDT58,2678.24898576,OUT013
FDD41,1474.53761433,OUT018
FDP40,1584.45717959,OUT018
FDM51,3140.76045257,OUT027
FDO45,-383.520027396,OUT010
FDW33,-154.286921559,OUT010
FDY24,924.157923293,OUT045
FDB10,1784.70551837,OUT010
FDM40,2373.14459721,OUT035
NCI06,2926.58585125,OUT017
FDW12,470.421647774,OUT019
FDX48,3939.03647968,OUT027
NCW05,3127.61746653,OUT027
FDX27,1696.28331365,OUT017
DRM37,3007.07544714,OUT045
FDA38,3697.20880741,OUT045
FDR36,779.859572424,OUT046
FDZ45,3104.12873473,OUT046
FDG05,2630.61871781,OUT017
FDK28,4032.13926268,OUT013
FDV47,1370.8882644,OUT045
FDN21,2472.43992569,OUT045
FDP20,3476.46929137,OUT027
FDI35,2798.1659975,OUT045
DRY23,850.060631385,OUT013
FDA56,2100.68255518,OUT017
FDB09,2037.14394083,OUT013
NCO26,3296.73946168,OUT027
FDQ49,2266.79945601,OUT018
FDI52,3389.26883076,OUT027
FDZ44,3343.09408395,OUT027
FDZ09,2326.23172344,OUT018
FDY03,1987.74889586,OUT049
NCG42,2161.38639432,OUT017
DRI13,4803.77471889,OUT027
FDQ32,2111.89349249,OUT013
FDW16,1709.66408672,OUT035
FDU27,862.516978175,OUT046
FDR28,754.043075023,OUT010
FDQ49,675.818045478,OUT010
FDS37,1890.93855098,OUT046
FDW26,3200.62280386,OUT018
FDX12,3504.04540852,OUT018
NCP06,2415.61202863,OUT013
FDW45,447.83639308,OUT010
NCN30,1654.06208281,OUT049
FDN24,1043.51344982,OUT049
NCL41,2055.91747426,OUT027
FDR02,-54.0933847706,OUT019
FDD09,967.857431715,OUT010
FDS33,-346.764555803,OUT010
FDU22,1860.85504349,OUT045
FDI53,2622.46471372,OUT013
DRH01,2840.76668021,OUT049
FDX32,2344.99660588,OUT013
NCP30,465.936949475,OUT018
FDB60,3021.09654847,OUT045
FDB14,1675.51624471,OUT049
NCP02,1149.74556283,OUT035
FDJ10,2373.45692629,OUT017
FDG34,1841.63751656,OUT046
NCB18,1552.19575158,OUT017
FDM16,1411.37940078,OUT049
FDW25,1154.06885026,OUT018
FDB35,-315.48962706,OUT010
DRN11,2267.93300513,OUT013
FDF41,1947.98743025,OUT019
FDH16,1414.61723908,OUT045
NCQ50,3011.15845507,OUT018
DRH23,693.173778035,OUT018
DRJ37,2424.41220964,OUT013
DRJ24,4296.00956039,OUT027
FDY16,3040.59904552,OUT035
FDQ27,1700.24971054,OUT045
FDZ33,2286.28980772,OUT045
FDF29,2103.80017475,OUT045
FDA08,2721.81331612,OUT049
FDG31,1128.80166822,OUT046
FDE34,1066.17821642,OUT019
NCR30,2652.62051673,OUT027
FDV33,4177.0299562,OUT035
DRZ24,1650.87811801,OUT018
NCL54,2810.9084953,OUT035
FDR12,2884.0703005,OUT049
NCC54,3712.62391745,OUT046
DRN59,856.530667804,OUT013
FDX50,-66.2874587559,OUT019
FDV31,4213.84078234,OUT027
NCA29,4129.57704034,OUT027
FDW60,2934.90154742,OUT049
FDX08,2986.15184466,OUT017
DRD49,3647.37434387,OUT013
FDD33,3555.06715011,OUT046
FDW35,844.871768961,OUT013
FDJ36,1815.968113,OUT017
FDV51,2783.37698034,OUT035
FDW36,1741.853053,OUT046
FDH35,2602.93112787,OUT046
NCS30,3484.63300325,OUT027
FDN49,859.300379339,OUT017
FDL08,3530.89290078,OUT018
FDI09,3765.98416281,OUT013
FDP19,1768.54809674,OUT018
FDU21,-1183.35343659,OUT010
NCP41,1689.40409133,OUT045
FDY10,1877.80052497,OUT013
FDP12,478.848974473,OUT018
NCN26,1948.35754695,OUT049
FDK44,2764.77167768,OUT013
FDC28,1868.49871035,OUT049
FDJ41,5506.05009604,OUT027
NCT29,2111.7929356,OUT035
NCH42,1669.18679662,OUT019
FDU60,2410.61358183,OUT018
FDS02,2964.84005836,OUT045
FDC51,2031.53272575,OUT046
FDU03,2933.98094394,OUT013
FDX39,3286.6188844,OUT045
NCY05,-1195.92890581,OUT010
NCL06,5411.16884959,OUT027
FDD32,1536.4190736,OUT035
NCN41,1903.45148127,OUT045
NCX53,2341.72081402,OUT049
FDU57,550.926279862,OUT019
FDQ23,1713.98329586,OUT046
FDQ52,3779.61611471,OUT045
FDC14,744.984120062,OUT045
FDY09,2937.10099636,OUT035
FDQ28,2462.27855248,OUT045
FDV25,3431.97373493,OUT046
FDJ07,2034.7412985,OUT035
DRB25,1819.8641993,OUT049
FDK52,1607.80881294,OUT019
FDY52,2530.96185,OUT027
FDB28,3083.83893557,OUT046
FDT36,812.708564943,OUT035
FDV25,3553.71063195,OUT017
NCN07,3508.53536563,OUT027
FDC57,3179.76888362,OUT017
FDQ03,3433.78202249,OUT018
FDU23,2745.59305352,OUT017
NCX41,3435.25485393,OUT035
NCD06,963.677310619,OUT035
FDW08,1645.11423046,OUT045
NCU29,2402.08475388,OUT017
NCE06,2555.53050859,OUT013
FDV52,42.8090503932,OUT010
FDB02,2927.90655775,OUT017
NCR18,718.604040388,OUT045
FDK16,1648.35969598,OUT049
NCQ29,2064.30339124,OUT010
FDZ01,-95.4924301508,OUT019
FDW27,2643.07682855,OUT035
FDD17,3430.45533299,OUT018
FDW39,2836.61319232,OUT013
DRH59,1149.41808222,OUT045
FDS52,1730.68695405,OUT013
FDU40,4497.14230689,OUT027
NCF54,2756.86486951,OUT013
FDH46,1674.63600558,OUT045
NCP14,1761.90972565,OUT049
FDH50,3026.83772596,OUT049
DRF15,544.958775718,OUT010
FDV27,2940.76829058,OUT027
NCJ06,2034.20016827,OUT049
FDN02,2942.87540564,OUT018
FDQ51,983.576450233,OUT049
FDQ07,3602.22521166,OUT017
FDS45,1880.64786376,OUT049
NCJ06,1885.12409099,OUT045
FDD36,2057.76472423,OUT035
FDY25,2799.980643,OUT045
FDU52,2448.92677908,OUT046
DRK47,3606.0765458,OUT017
NCL30,2140.17448118,OUT017
FDN22,4043.47896105,OUT035
NCF30,3421.17105846,OUT027
FDK03,4142.67912501,OUT035
FDT45,1077.46146837,OUT017
NCC54,5108.15350459,OUT027
FDP08,2824.38692236,OUT018
FDU44,2623.21547372,OUT046
DRG39,1068.09452607,OUT035
FDU32,2067.29840445,OUT049
FDY27,2916.7356825,OUT049
NCP54,2000.27461944,OUT013
NCZ41,2096.33315021,OUT049
DRL49,2311.9554708,OUT013
FDI05,1057.4230102,OUT018
FDY56,3506.56447664,OUT045
DRC13,2061.36878158,OUT013
NCV29,2907.07381575,OUT017
FDR24,1629.81195979,OUT049
FDZ34,2714.04681349,OUT018
FDP37,2167.1423896,OUT035
FDX08,4287.87344099,OUT027
FDS57,2181.87408622,OUT045
NCG18,1766.66424659,OUT049
FDK25,2419.77119301,OUT018
FDH53,1502.00927896,OUT049
DRI59,3168.19249031,OUT018
FDA52,2808.70723598,OUT046
FDT20,-1137.93071382,OUT010
FDE36,749.10089437,OUT019
FDI24,2852.31542705,OUT017
FDB28,2843.81470512,OUT018
FDV11,2913.7247581,OUT017
FDP01,2488.05195482,OUT046
FDD34,3993.85476524,OUT027
FDJ50,2374.88718267,OUT027
FDZ44,1971.48390729,OUT013
DRO59,1411.6673351,OUT035
DRB48,704.65028852,OUT045
FDR21,2503.82412315,OUT018
NCE42,1742.90252913,OUT010
FDO23,1516.71517861,OUT046
NCE30,3000.7788666,OUT018
FDQ22,872.298054827,OUT035
FDY01,1820.088597,OUT045
FDS08,2907.55234608,OUT017
FDG28,3583.22526046,OUT018
FDQ51,648.524529929,OUT018
FDB05,3957.12514104,OUT017
FDO56,2046.3201096,OUT049
FDE02,1241.0461382,OUT018
FDN45,3560.16667966,OUT017
FDS09,966.123270963,OUT013
NCA54,2567.91419025,OUT018
FDP09,1458.6387135,OUT010
FDC53,1591.72806201,OUT045
NCM55,3002.14906057,OUT017
FDL09,2434.99378508,OUT018
FDA11,-311.983537428,OUT019
FDA50,1504.93053475,OUT045
FDC23,2926.29716384,OUT017
FDE22,2636.49552366,OUT049
FDD23,2968.9034303,OUT046
NCA29,2805.46253234,OUT049
FDK38,2334.10363817,OUT046
DRC13,1970.86811739,OUT046
NCP43,2904.45469118,OUT049
FDX28,1698.37477217,OUT049
FDF08,1638.91414905,OUT049
FDZ33,2356.66260368,OUT046
FDD10,2952.81142734,OUT049
FDO58,2682.61380424,OUT017
FDI50,3717.06330155,OUT017
FDO58,2568.98796393,OUT045
