Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRY23,665.285096644,OUT018
NCZ30,2017.58107935,OUT018
FDC44,1934.48926002,OUT018
FDB45,1573.30644672,OUT035
FDY04,2562.56092431,OUT013
FDM27,2549.85563764,OUT046
FDZ43,3881.11544267,OUT017
FDT39,370.661503043,OUT019
NCC06,282.275668129,OUT019
FDL15,4092.90929909,OUT027
FDL57,4045.35103502,OUT017
FDU08,1532.14708291,OUT046
FDK40,4084.89051186,OUT017
FDQ12,571.895118873,OUT010
FDS48,2493.6521784,OUT017
FDP09,3678.39482966,OUT045
FDW21,1534.59118692,OUT049
FDY25,3015.57880349,OUT035
DRE13,1444.98446794,OUT017
FDV43,129.516342155,OUT019
FDD22,1700.10642567,OUT045
FDM46,233.412702173,OUT019
NCO30,478.164185699,OUT010
FDM25,2850.52452713,OUT046
NCN41,2017.58107935,OUT049
FDU24,1515.11549484,OUT045
FDZ50,3048.67717878,OUT046
FDP45,3979.72542481,OUT013
NCM54,2020.5838489,OUT045
FDW10,420.106504564,OUT019
FDP20,2023.14291147,OUT017
FDK32,2493.6521784,OUT046
FDN52,1468.86206295,OUT049
FDM58,1672.1534762,OUT045
FDZ46,2929.46449259,OUT027
NCA18,1959.09862886,OUT018
FDD35,2017.58107935,OUT046
NCK31,727.691771261,OUT035
FDI40,2855.82160245,OUT027
FDT50,237.650907147,OUT019
NCT06,2562.56092431,OUT046
FDT31,3050.44458539,OUT035
FDT45,874.026778228,OUT049
FDT13,3050.44458539,OUT045
FDO50,1499.12130801,OUT045
NCU18,278.088071447,OUT010
NCR54,3054.04645466,OUT049
NCO18,2877.12234896,OUT018
FDU09,924.4799112,OUT045
FDT13,3050.44458539,OUT018
FDE09,1700.10642567,OUT046
NCK53,246.247280859,OUT019
FDG45,3672.80702716,OUT049
DRH15,686.042487151,OUT035
FDO21,572.472117282,OUT019
FDD14,5151.38585409,OUT027
FDC09,1573.30644672,OUT046
FDH45,969.341317866,OUT027
FDV32,1130.98736994,OUT046
FDG12,1989.78185262,OUT035
FDS32,2035.45597044,OUT013
NCL55,3815.68965436,OUT018
DRE01,3884.22592776,OUT035
DRE15,1268.08681841,OUT049
NCL42,3889.50847896,OUT045
FDP31,1234.7971719,OUT013
FDN33,1524.13145404,OUT018
FDZ59,2562.56092431,OUT046
FDE45,428.080651014,OUT010
FDJ07,1975.968174,OUT013
FDQ45,3050.44458539,OUT018
FDM33,5834.87702375,OUT027
FDO15,156.326289159,OUT010
FDM46,1526.59162806,OUT013
FDR03,3411.56778525,OUT045
FDY49,2662.78435577,OUT018
FDQ60,1978.83663472,OUT045
FDW10,2850.52452713,OUT049
FDO51,682.889266244,OUT049
FDJ40,1587.01084899,OUT018
FDS20,3044.30475292,OUT018
FDU45,1775.75463012,OUT013
FDV02,2735.51493389,OUT035
FDN09,3881.5943871,OUT046
NCM55,5151.38585409,OUT027
FDN23,2470.68759948,OUT018
FDY31,367.168845991,OUT010
FDW03,237.90273824,OUT010
FDD14,3048.67717878,OUT046
FDV23,2020.5838489,OUT017
DRI03,2850.52452713,OUT045
FDN13,1537.1239071,OUT035
FDF45,1324.46074734,OUT027
FDU46,1459.8181219,OUT035
FDB57,3754.4349889,OUT049
FDV12,1537.1239071,OUT049
FDQ58,2493.6521784,OUT013
NCA18,1951.8733852,OUT017
FDH52,1020.40019132,OUT049
FDM24,2489.02039034,OUT018
NCP43,4813.16016092,OUT027
NCO18,427.181478628,OUT019
FDM32,1501.32343516,OUT017
NCL07,663.561065178,OUT017
FDK03,3990.52556258,OUT013
FDP59,1570.89150898,OUT017
FDQ24,3992.7192688,OUT049
FDQ16,1587.01084899,OUT018
FDU44,2556.95640859,OUT013
FDH28,129.516342155,OUT010
FDV28,129.516342155,OUT019
FDM22,912.502434306,OUT045
FDR56,3054.04645466,OUT046
FDV39,3056.28671712,OUT049
FDU37,179.177507151,OUT019
FDQ11,573.491887516,OUT010
FDX02,3781.43145624,OUT045
NCS42,1524.13145404,OUT018
FDY57,2820.69211483,OUT027
FDB21,3867.33737931,OUT049
FDE28,3825.96845972,OUT017
FDQ55,1934.48926002,OUT017
FDA48,3758.26069432,OUT049
FDZ19,2850.52452713,OUT045
NCC43,4005.21950173,OUT045
NCV18,1404.13460348,OUT046
NCA42,2547.70331738,OUT018
FDY45,4035.14897819,OUT046
NCC30,2951.55153066,OUT045
FDM57,1507.00601969,OUT013
FDL09,385.767202388,OUT010
FDB09,2973.82963786,OUT027
FDT44,1978.83663472,OUT035
NCT06,4231.09682958,OUT027
FDX26,3048.67717878,OUT049
FDK32,2497.48771821,OUT013
DRA12,2051.78708127,OUT046
FDO46,488.775877424,OUT010
FDE52,1513.77068378,OUT013
NCH42,3806.70874524,OUT045
FDV08,666.881963007,OUT035
FDB47,3491.68488068,OUT018
FDC28,260.699778638,OUT010
FDD22,1934.48926002,OUT046
FDS07,2932.99211874,OUT027
DRI13,3720.65296382,OUT045
FDG32,3561.15803701,OUT018
FDU14,4015.8370881,OUT017
FDD28,129.868338012,OUT019
NCP41,1587.01084899,OUT017
FDS08,2850.52452713,OUT049
FDX47,2532.28289202,OUT045
FDC53,244.874588881,OUT019
FDQ19,3896.87145668,OUT035
FDL14,2499.90519748,OUT045
FDM33,571.993294987,OUT019
FDA51,1934.48926002,OUT045
FDZ27,726.094904898,OUT018
FDT04,671.811885743,OUT046
DRC13,2017.58107935,OUT049
FDR16,5837.80488943,OUT027
FDQ03,5834.87702375,OUT027
FDE38,2687.00589271,OUT035
DRH23,1260.07873893,OUT027
FDT11,490.672027833,OUT019
FDD09,2975.64416642,OUT035
FDR40,1382.51451352,OUT045
FDX07,3048.67717878,OUT017
FDR07,1529.82421134,OUT035
FDA51,1946.8847961,OUT017
FDT59,570.87534864,OUT019
FDF20,3054.04645466,OUT017
FDR13,1949.10053738,OUT045
FDY26,3668.14664952,OUT049
FDW04,2028.92997582,OUT017
FDK52,3805.77550108,OUT017
FDN60,2532.28289202,OUT049
FDM09,405.367066342,OUT019
FDP46,1471.5095025,OUT049
FDB50,177.760126435,OUT019
NCQ29,4050.22633849,OUT049
FDP16,5838.25868868,OUT027
FDX33,2554.80408832,OUT018
FDP07,508.697803996,OUT010
FDN22,3996.47492393,OUT046
FDF39,4059.25868719,OUT049
FDS21,1017.78522814,OUT017
NCM42,1581.98196599,OUT013
FDK50,382.501663412,OUT019
DRF13,4052.12328018,OUT027
FDH35,2560.40860404,OUT018
FDP60,1537.1239071,OUT018
DRJ49,2989.50191087,OUT027
NCT42,366.477677371,OUT019
FDE38,2687.00589271,OUT049
FDI04,3069.35770095,OUT049
NCH54,2536.77392128,OUT045
FDT56,945.185924409,OUT049
DRD15,3610.782325,OUT018
FDV58,3054.04645466,OUT013
FDP21,3050.44458539,OUT049
FDH05,3798.54861753,OUT013
FDR10,4223.3812024,OUT027
NCP06,2485.38863866,OUT045
FDF33,1581.98196599,OUT049
DRK37,3050.44458539,OUT013
DRH49,1389.90859794,OUT045
FDT58,2673.95848381,OUT013
FDD41,1573.30644672,OUT018
FDP40,1662.50540993,OUT018
FDM51,2855.82160245,OUT027
FDO45,203.79316189,OUT010
FDW33,237.90273824,OUT010
FDY24,920.131614322,OUT045
FDB10,571.944205701,OUT010
FDM40,2049.33925928,OUT035
NCI06,3015.57880349,OUT017
FDW12,339.464741338,OUT019
FDX48,4099.43365736,OUT027
NCW05,2882.39454231,OUT027
FDX27,1527.50058274,OUT017
DRM37,3063.13601314,OUT045
FDA38,3871.41055346,OUT045
FDR36,670.901266623,OUT046
FDZ45,3102.6097416,OUT046
FDG05,2549.85563764,OUT017
FDK28,4052.15171216,OUT013
FDV47,1444.98446794,OUT045
FDN21,2556.95640859,OUT045
FDP20,2982.77811115,OUT027
FDI35,3040.21620407,OUT045
DRY23,721.854930663,OUT013
FDA56,2017.58107935,OUT017
FDB09,2017.58107935,OUT013
NCO26,2937.16459168,OUT027
FDQ49,2511.82830783,OUT018
FDI52,2973.82963786,OUT027
FDZ44,2937.16459168,OUT027
FDZ09,2560.40860404,OUT018
FDY03,1934.48926002,OUT049
NCG42,2028.92997582,OUT017
DRI13,5838.25868868,OUT027
FDQ32,2020.5838489,OUT013
FDW16,1499.12130801,OUT035
FDU27,731.151643194,OUT046
FDR28,384.619921678,OUT010
FDQ49,380.711179319,OUT010
FDS37,1951.8733852,OUT046
FDW26,3535.51375969,OUT018
FDX12,3691.68412583,OUT018
NCP06,2493.6521784,OUT013
FDW45,366.371183615,OUT010
NCN30,1525.31968256,OUT049
FDN24,874.026778228,OUT049
NCL41,961.202864719,OUT027
FDR02,259.906975852,OUT019
FDD09,441.682766937,OUT010
FDS33,203.79316189,OUT010
FDU22,2012.21908855,OUT045
FDI53,2558.87366479,OUT013
DRH01,2850.52452713,OUT049
FDX32,2057.16800432,OUT013
NCP30,664.374477524,OUT018
FDB60,3054.04645466,OUT045
FDB14,1515.11549484,OUT049
NCP02,926.276404233,OUT035
FDJ10,2035.45597044,OUT017
FDG34,1664.66877463,OUT046
NCB18,1467.97409116,OUT017
FDM16,1083.25733025,OUT049
FDW25,1413.61621117,OUT018
FDB35,223.056467427,OUT010
DRN11,2101.80011591,OUT013
FDF41,570.924435467,OUT019
FDH16,1472.40422538,OUT045
NCQ50,3494.98471778,OUT018
DRH23,937.18345139,OUT018
DRJ37,2493.6521784,OUT013
DRJ24,5154.31371978,OUT027
FDY16,3048.67717878,OUT035
FDQ27,1573.30644672,OUT045
FDZ33,2485.38863866,OUT045
FDF29,2028.92997582,OUT045
FDA08,2562.56092431,OUT049
FDG31,1130.98736994,OUT046
FDE34,464.814831388,OUT019
NCR30,1432.9623501,OUT027
FDV33,4071.15346932,OUT035
DRZ24,2015.06954904,OUT018
NCL54,2850.52452713,OUT035
FDR12,2850.52452713,OUT049
NCC54,3848.24659962,OUT046
DRN59,781.194688115,OUT013
FDX50,262.137615952,OUT019
FDV31,4746.98237979,OUT027
NCA29,4361.58846136,OUT027
FDW60,2867.62659017,OUT049
FDX08,3048.67717878,OUT017
DRD49,3828.57737877,OUT013
FDD33,3818.00644004,OUT046
FDW35,721.854930663,OUT013
FDJ36,1573.30644672,OUT017
FDV51,2635.88370621,OUT035
FDW36,1581.98196599,OUT046
FDH35,2562.56092431,OUT046
NCS30,2989.50191087,OUT027
FDN49,663.561065178,OUT017
FDL08,3704.09674117,OUT018
FDI09,3857.37080418,OUT013
FDP19,2028.92997582,OUT018
FDU21,129.516342155,OUT010
NCP41,1581.98196599,OUT045
FDY10,1809.75336288,OUT013
FDP12,657.146643497,OUT018
NCN26,1951.8733852,OUT049
FDK44,2850.52452713,OUT013
FDC28,1587.01084899,OUT049
FDJ41,5841.18655437,OUT027
NCT29,2017.58107935,OUT035
NCH42,572.472117282,OUT019
FDU60,2671.80616354,OUT018
FDS02,3054.04645466,OUT045
FDC51,2017.58107935,OUT046
FDU03,3048.67717878,OUT013
FDX39,3686.25519465,OUT045
NCY05,129.516342155,OUT010
NCL06,5834.87702375,OUT027
FDD32,1272.68238665,OUT035
NCN41,2017.58107935,OUT045
NCX53,2046.37158455,OUT049
FDU57,368.881251357,OUT019
FDQ23,1573.30644672,OUT046
FDQ52,4000.56403664,OUT045
FDC14,667.431287464,OUT045
FDY09,2867.62659017,OUT035
FDQ28,2509.38990048,OUT045
FDV25,3763.75390756,OUT046
FDJ07,1954.42391428,OUT035
DRB25,1579.5817461,OUT049
FDK52,571.993294987,OUT019
FDY52,1401.28488661,OUT027
FDB28,3056.28671712,OUT046
FDT36,658.74350986,OUT035
FDV25,3784.67925143,OUT017
NCN07,2989.50191087,OUT027
FDC57,3054.04645466,OUT017
FDQ03,3658.22002919,OUT018
FDU23,2673.95848381,OUT017
NCX41,3684.99372976,OUT035
NCD06,726.221720458,OUT035
FDW08,1581.98196599,OUT045
NCU29,2472.83991975,OUT017
NCE06,2556.95640859,OUT013
FDV52,271.305455242,OUT010
FDB02,2867.62659017,OUT017
NCR18,668.341906584,OUT045
FDK16,1525.31968256,OUT049
NCQ29,573.540974343,OUT010
FDZ01,246.216546908,OUT019
FDW27,2529.71072615,OUT035
FDD17,3657.88642593,OUT018
FDW39,2867.62659017,OUT013
DRH59,1075.78031684,OUT045
FDS52,1568.58154152,OUT013
FDU40,5754.65722515,OUT027
NCF54,2850.52452713,OUT013
FDH46,1573.30644672,OUT045
NCP14,1573.30644672,OUT049
FDH50,3050.44458539,OUT049
DRF15,370.927296815,OUT010
FDV27,2586.89956847,OUT027
NCJ06,2015.06954904,OUT049
FDN02,3294.07078804,OUT018
FDQ51,731.151643194,OUT049
FDQ07,3768.83679482,OUT017
FDS45,1573.30644672,OUT049
NCJ06,2017.58107935,OUT045
FDD36,1959.09862886,OUT035
FDY25,3048.67717878,OUT045
FDU52,2499.90519748,OUT046
DRK47,3807.03920406,OUT017
NCL30,2023.14291147,OUT017
FDN22,4015.04669939,OUT035
NCF30,2982.77811115,OUT027
FDK03,4038.66502949,OUT035
FDT45,922.553359934,OUT017
NCC54,5834.87702375,OUT027
FDP08,3054.04645466,OUT018
FDU44,2562.56092431,OUT046
DRG39,871.799782893,OUT035
FDU32,2017.58107935,OUT049
FDY27,2911.63987625,OUT049
NCP54,2017.58107935,OUT013
NCZ41,2020.5838489,OUT049
DRL49,2192.04360713,OUT013
FDI05,1264.14538581,OUT018
FDY56,3794.73142721,OUT045
DRC13,2017.58107935,OUT013
NCV29,2958.94449639,OUT017
FDR24,1496.85839028,OUT049
FDZ34,3050.44458539,OUT018
FDP37,2020.5838489,OUT035
FDX08,4805.07483761,OUT027
FDS57,2046.37158455,OUT045
NCG18,1573.30644672,OUT049
FDK25,2730.84759183,OUT018
FDH53,1291.78451668,OUT049
DRI59,3590.26342857,OUT018
FDA52,2869.68881764,OUT046
FDT20,129.516342155,OUT010
FDE36,381.918331793,OUT019
FDI24,2850.52452713,OUT017
FDB28,3099.75146341,OUT018
FDV11,2869.68881764,OUT017
FDP01,2497.48771821,OUT046
FDD34,4223.3812024,OUT027
FDJ50,1058.03754802,OUT027
FDZ44,1975.968174,OUT013
DRO59,1135.62899697,OUT035
DRB48,666.617875117,OUT045
FDR21,2848.37220687,OUT018
NCE42,574.560747035,OUT010
FDO23,1515.11549484,OUT046
NCE30,3490.60903042,OUT018
FDQ22,659.660941275,OUT035
FDY01,1951.8733852,OUT045
FDS08,2873.94972143,OUT017
FDG28,3709.50348119,OUT018
FDQ51,726.094904898,OUT018
FDB05,3997.10606691,OUT017
FDO56,1959.09862886,OUT049
FDE02,1524.52806568,OUT018
FDN45,3765.61884334,OUT017
FDS09,782.664738917,OUT013
NCA54,3013.42648322,OUT018
FDP09,572.438577549,OUT010
FDC53,1534.59118692,OUT045
NCM55,3050.44458539,OUT017
FDL09,2733.36261362,OUT018
FDA11,234.487160773,OUT019
FDA50,1525.31968256,OUT045
FDC23,2951.55153066,OUT017
FDE22,2549.85563764,OUT049
FDD23,3050.44458539,OUT046
NCA29,2850.52452713,OUT049
FDK38,2482.5616214,OUT046
DRC13,2017.58107935,OUT046
NCP43,2953.82537462,OUT049
FDX28,1537.1239071,OUT049
FDF08,1496.85839028,OUT049
FDZ33,2485.38863866,OUT046
FDD10,2914.22344809,OUT049
FDO58,2558.87366479,OUT017
FDI50,3826.75519215,OUT017
FDO58,2562.56092431,OUT045
FDX08,3015.57880349,OUT013
NCK17,129.516342155,OUT010
FDF39,4091.0401504,OUT035
FDU45,268.323387316,OUT010
NCJ18,1959.09862886,OUT018
DRC27,570.87534864,OUT019
DRC25,1442.57227991,OUT035
