Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG28,6280.89088,OUT027
FDU14,4433.30403265,OUT049
FDY47,281.482081818,OUT019
FDI56,1458.45500805,OUT049
DRD01,796.640268254,OUT013
FDM22,935.032388304,OUT046
FDH33,507.04640367,OUT013
DRZ24,1922.14938171,OUT013
NCQ38,1682.21223824,OUT046
FDO16,2517.88208848,OUT027
FDU07,4117.31771263,OUT027
NCB07,2893.8398259,OUT013
FDU48,1827.83284545,OUT045
NCM43,2644.47784271,OUT045
FDR31,346.897283721,OUT010
DRK49,507.04640367,OUT018
NCI30,584.757764773,OUT010
DRD60,3384.10806424,OUT017
NCG19,3454.06255915,OUT046
FDH12,1573.07062581,OUT035
FDM32,1284.78976687,OUT035
FDM27,3053.09987778,OUT035
NCU53,4117.31771263,OUT027
NCQ18,1879.25701161,OUT046
FDS10,2552.00523519,OUT013
FDB33,4117.31771263,OUT027
FDI12,1435.91213437,OUT013
NCW42,4340.21835842,OUT013
NCC06,1752.25244,OUT018
FDW02,1987.25104865,OUT017
NCD43,1682.21223824,OUT017
FDM57,1202.65673333,OUT018
FDA58,3737.29577518,OUT017
FDK56,3384.10806424,OUT046
FDP52,4340.21835842,OUT045
FDW20,1752.25244,OUT018
FDS52,1573.07062581,OUT049
NCT29,1752.25244,OUT018
NCL54,2552.00523519,OUT013
FDC05,3130.00490495,OUT045
FDF34,2752.97093465,OUT035
FDP03,3242.06207153,OUT027
FDD32,219.21852093,OUT010
FDZ10,1827.83284545,OUT045
FDZ40,935.032388304,OUT035
FDD51,507.04640367,OUT018
NCY30,425.935591453,OUT019
FDP58,3737.29577518,OUT017
FDV49,4433.30403265,OUT017
FDY24,165.918581651,OUT019
NCO55,1879.25701161,OUT017
FDR13,1922.14938171,OUT017
FDS51,935.032388304,OUT017
FDP26,1461.843796,OUT045
NCB54,3242.06207153,OUT027
FDF32,3130.00490495,OUT017
FDN31,2893.8398259,OUT018
DRM48,583.814578862,OUT017
FDN20,2453.7477007,OUT049
DRL01,3454.06255915,OUT046
FDV56,1682.21223824,OUT049
DRH13,2517.88208848,OUT027
FDA03,2453.7477007,OUT017
FDF47,5329.31472444,OUT027
FDX32,3053.09987778,OUT046
FDX57,1879.25701161,OUT049
NCA30,2939.34847619,OUT045
FDO49,713.858654545,OUT013
FDL04,219.21852093,OUT019
DRM48,583.814578862,OUT035
FDR16,3454.06255915,OUT013
NCC19,2893.8398259,OUT018
NCE42,3945.43256721,OUT045
FDY24,935.032388304,OUT017
FDH19,2778.58931753,OUT049
FDJ46,2552.00523519,OUT013
FDN45,584.757764773,OUT010
FDY08,2142.74357094,OUT035
FDZ37,1435.91213437,OUT035
NCT30,798.21760354,OUT045
DRY23,507.04640367,OUT018
NCZ30,1752.25244,OUT018
FDC44,1752.25244,OUT018
FDB45,1573.07062581,OUT035
FDY04,2644.47784271,OUT013
FDM27,3053.09987778,OUT046
FDZ43,4340.21835842,OUT017
FDT39,346.897283721,OUT019
NCC06,281.482081818,OUT019
FDL15,4117.31771263,OUT027
FDL57,4034.3003069,OUT017
FDU08,1573.07062581,OUT046
FDK40,4433.30403265,OUT017
FDQ12,584.757764773,OUT010
FDS48,3053.09987778,OUT017
FDP09,3643.51972598,OUT045
FDW21,1461.843796,OUT049
FDY25,3384.10806424,OUT035
DRE13,1458.45500805,OUT017
FDV43,92.6754815534,OUT019
FDD22,1649.299786,OUT045
FDM46,219.21852093,OUT019
NCO30,482.699542623,OUT010
FDM25,2778.58931753,OUT046
NCN41,1987.25104865,OUT049
FDU24,1435.91213437,OUT045
FDZ50,3384.10806424,OUT046
FDP45,4034.3003069,OUT013
NCM54,1827.83284545,OUT045
FDW10,425.935591453,OUT019
FDP20,1987.25104865,OUT017
FDK32,3053.09987778,OUT046
FDN52,1202.65673333,OUT049
FDM58,1879.25701161,OUT045
FDZ46,3242.06207153,OUT027
NCA18,1752.25244,OUT018
FDD35,2243.66959672,OUT046
NCK31,713.858654545,OUT035
FDI40,2517.88208848,OUT027
FDT50,219.21852093,OUT019
NCT06,3053.09987778,OUT046
FDT31,2752.97093465,OUT035
FDT45,796.640268254,OUT049
FDT13,2939.34847619,OUT045
FDO50,1284.78976687,OUT045
NCU18,281.482081818,OUT010
NCR54,3130.00490495,OUT049
NCO18,2778.58931753,OUT018
FDU09,935.032388304,OUT045
FDT13,2893.8398259,OUT018
FDE09,1649.299786,OUT046
NCK53,219.21852093,OUT019
FDG45,3454.06255915,OUT049
DRH15,677.102747619,OUT035
FDO21,584.757764773,OUT019
FDD14,5329.31472444,OUT027
FDC09,1682.21223824,OUT046
FDH45,1378.26318528,OUT027
FDV32,1103.18621333,OUT046
FDG12,2243.66959672,OUT035
FDS32,2309.200798,OUT013
NCL55,3327.95258293,OUT018
DRE01,3737.29577518,OUT035
DRE15,1202.65673333,OUT049
NCL42,4340.21835842,OUT045
FDP31,1103.18621333,OUT013
FDN33,1202.65673333,OUT018
FDZ59,2503.50133645,OUT046
FDE45,425.935591453,OUT010
FDJ07,1922.14938171,OUT013
FDQ45,2752.97093465,OUT018
FDM33,5329.31472444,OUT027
FDO15,165.918581651,OUT010
FDM46,1458.45500805,OUT013
FDR03,3945.43256721,OUT045
FDY49,2232.84702185,OUT018
FDQ60,1827.83284545,OUT045
FDW10,3259.56208491,OUT049
FDO51,677.102747619,OUT049
FDJ40,1372.68849074,OUT018
FDS20,3384.10806424,OUT018
FDU45,1922.14938171,OUT013
FDV02,2644.47784271,OUT035
FDN09,3945.43256721,OUT046
NCM55,5329.31472444,OUT027
FDN23,2232.84702185,OUT018
FDY31,346.897283721,OUT010
FDW03,219.21852093,OUT010
FDD14,3384.10806424,OUT046
FDV23,2142.74357094,OUT017
DRI03,2552.00523519,OUT045
FDN13,1573.07062581,OUT035
FDF45,1378.26318528,OUT027
FDU46,1435.91213437,OUT035
FDB57,3643.51972598,OUT049
FDV12,1879.25701161,OUT049
FDQ58,2649.11023243,OUT013
NCA18,1922.14938171,OUT017
FDH52,796.640268254,OUT049
FDM24,2232.84702185,OUT018
NCP43,5329.31472444,OUT027
NCO18,425.935591453,OUT019
FDM32,1284.78976687,OUT017
NCL07,583.814578862,OUT017
FDK03,4034.3003069,OUT013
FDP59,1879.25701161,OUT017
FDQ24,4433.30403265,OUT049
FDQ16,1372.68849074,OUT018
FDU44,2644.47784271,OUT013
FDH28,92.6754815534,OUT010
FDV28,92.6754815534,OUT019
FDM22,935.032388304,OUT045
FDR56,3130.00490495,OUT046
FDV39,2752.97093465,OUT049
FDU37,165.918581651,OUT019
FDQ11,584.757764773,OUT010
FDX02,4340.21835842,OUT045
NCS42,1202.65673333,OUT018
FDY57,2517.88208848,OUT027
FDB21,3454.06255915,OUT049
FDE28,3737.29577518,OUT017
FDQ55,1922.14938171,OUT017
FDA48,3454.06255915,OUT049
FDZ19,2778.58931753,OUT045
NCC43,4034.3003069,OUT045
NCV18,1458.45500805,OUT046
NCA42,2232.84702185,OUT018
FDY45,4433.30403265,OUT046
NCC30,2778.58931753,OUT045
FDM57,1458.45500805,OUT013
FDL09,425.935591453,OUT010
FDB09,3242.06207153,OUT027
FDT44,2142.74357094,OUT035
NCT06,4117.31771263,OUT027
FDX26,3384.10806424,OUT049
FDK32,3053.09987778,OUT013
DRA12,2309.200798,OUT046
FDO46,482.699542623,OUT010
FDE52,1435.91213437,OUT013
NCH42,3643.51972598,OUT045
FDV08,677.102747619,OUT035
FDB47,3327.95258293,OUT018
FDC28,281.482081818,OUT010
FDD22,1922.14938171,OUT046
FDS07,3242.06207153,OUT027
DRI13,3945.43256721,OUT045
FDG32,3327.95258293,OUT018
FDU14,4433.30403265,OUT017
FDD28,165.918581651,OUT019
NCP41,1682.21223824,OUT017
FDS08,2778.58931753,OUT049
FDX47,2286.41326737,OUT045
FDC53,219.21852093,OUT019
FDQ19,3945.43256721,OUT035
FDL14,2286.41326737,OUT045
FDM33,584.757764773,OUT019
FDA51,1827.83284545,OUT045
FDZ27,713.858654545,OUT018
FDT04,677.102747619,OUT046
DRC13,2243.66959672,OUT049
FDR16,5329.31472444,OUT027
FDQ03,6280.89088,OUT027
FDE38,2286.41326737,OUT035
DRH23,1378.26318528,OUT027
FDT11,482.699542623,OUT019
FDD09,2552.00523519,OUT035
FDR40,1435.91213437,OUT045
FDX07,3384.10806424,OUT017
FDR07,1573.07062581,OUT035
FDA51,1922.14938171,OUT017
FDT59,584.757764773,OUT019
FDF20,3130.00490495,OUT017
FDR13,1827.83284545,OUT045
FDY26,3945.43256721,OUT049
FDW04,1987.25104865,OUT017
FDK52,3737.29577518,OUT017
FDN60,2644.47784271,OUT049
FDM09,425.935591453,OUT019
FDP46,1202.65673333,OUT049
FDB50,165.918581651,OUT019
NCQ29,4034.3003069,OUT049
FDP16,6280.89088,OUT027
FDX33,2232.84702185,OUT018
FDP07,482.699542623,OUT010
FDN22,4034.3003069,OUT046
FDF39,4034.3003069,OUT049
FDS21,935.032388304,OUT017
NCM42,1682.21223824,OUT013
FDK50,425.935591453,OUT019
DRF13,4117.31771263,OUT027
FDH35,2232.84702185,OUT018
FDP60,1372.68849074,OUT018
DRJ49,3242.06207153,OUT027
NCT42,346.897283721,OUT019
FDE38,2286.41326737,OUT049
FDI04,3130.00490495,OUT049
NCH54,2644.47784271,OUT045
FDT56,796.640268254,OUT049
DRD15,3327.95258293,OUT018
FDV58,2893.8398259,OUT013
FDP21,3391.59125273,OUT049
FDH05,3454.06255915,OUT013
FDR10,4117.31771263,OUT027
NCP06,2453.7477007,OUT045
FDF33,1649.299786,OUT049
DRK37,2893.8398259,OUT013
DRH49,1284.78976687,OUT045
FDT58,2286.41326737,OUT013
FDD41,1372.68849074,OUT018
FDP40,1372.68849074,OUT018
FDM51,2517.88208848,OUT027
FDO45,219.21852093,OUT010
FDW33,219.21852093,OUT010
FDY24,935.032388304,OUT045
FDB10,584.757764773,OUT010
FDM40,2309.200798,OUT035
NCI06,3384.10806424,OUT017
FDW12,346.897283721,OUT019
FDX48,4117.31771263,OUT027
NCW05,2517.88208848,OUT027
FDX27,1461.843796,OUT017
DRM37,3130.00490495,OUT045
FDA38,3643.51972598,OUT045
FDR36,677.102747619,OUT046
FDZ45,3130.00490495,OUT046
FDG05,2286.41326737,OUT017
FDK28,4433.30403265,OUT013
FDV47,1284.78976687,OUT045
FDN21,2453.7477007,OUT045
FDP20,3242.06207153,OUT027
FDI35,3384.10806424,OUT045
DRY23,507.04640367,OUT013
FDA56,2243.66959672,OUT017
FDB09,1987.25104865,OUT013
NCO26,3242.06207153,OUT027
FDQ49,2232.84702185,OUT018
FDI52,3242.06207153,OUT027
FDZ44,3242.06207153,OUT027
FDZ09,2232.84702185,OUT018
FDY03,1922.14938171,OUT049
NCG42,1987.25104865,OUT017
DRI13,5329.31472444,OUT027
FDQ32,1987.25104865,OUT013
FDW16,1458.45500805,OUT035
FDU27,798.21760354,OUT046
FDR28,425.935591453,OUT010
FDQ49,346.897283721,OUT010
FDS37,1922.14938171,OUT046
FDW26,3327.95258293,OUT018
FDX12,3327.95258293,OUT018
NCP06,2453.7477007,OUT013
FDW45,346.897283721,OUT010
NCN30,1682.21223824,OUT049
FDN24,796.640268254,OUT049
NCL41,1378.26318528,OUT027
FDR02,281.482081818,OUT019
FDD09,425.935591453,OUT010
FDS33,219.21852093,OUT010
FDU22,1827.83284545,OUT045
FDI53,2503.50133645,OUT013
DRH01,2778.58931753,OUT049
FDX32,2309.200798,OUT013
NCP30,507.04640367,OUT018
FDB60,3391.59125273,OUT045
FDB14,1202.65673333,OUT049
NCP02,935.032388304,OUT035
FDJ10,2309.200798,OUT017
FDG34,1682.21223824,OUT046
NCB18,1458.45500805,OUT017
FDM16,1103.18621333,OUT049
FDW25,1202.65673333,OUT018
FDB35,219.21852093,OUT010
DRN11,2309.200798,OUT013
FDF41,584.757764773,OUT019
FDH16,1435.91213437,OUT045
NCQ50,3327.95258293,OUT018
DRH23,796.640268254,OUT018
DRJ37,2286.41326737,OUT013
DRJ24,5329.31472444,OUT027
FDY16,3384.10806424,OUT035
FDQ27,1879.25701161,OUT045
FDZ33,2503.50133645,OUT045
FDF29,1827.83284545,OUT045
FDA08,2286.41326737,OUT049
FDG31,1103.18621333,OUT046
FDE34,482.699542623,OUT019
NCR30,1378.26318528,OUT027
FDV33,4034.3003069,OUT035
DRZ24,1752.25244,OUT018
NCL54,2552.00523519,OUT035
FDR12,2778.58931753,OUT049
NCC54,3454.06255915,OUT046
DRN59,798.21760354,OUT013
FDX50,281.482081818,OUT019
FDV31,5329.31472444,OUT027
NCA29,4117.31771263,OUT027
FDW60,3259.56208491,OUT049
FDX08,3384.10806424,OUT017
DRD49,3454.06255915,OUT013
FDD33,3454.06255915,OUT046
FDW35,507.04640367,OUT013
FDJ36,1879.25701161,OUT017
FDV51,2644.47784271,OUT035
FDW36,1649.299786,OUT046
FDH35,2453.7477007,OUT046
NCS30,3242.06207153,OUT027
FDN49,677.102747619,OUT017
FDL08,3327.95258293,OUT018
FDI09,3454.06255915,OUT013
FDP19,1752.25244,OUT018
FDU21,92.6754815534,OUT010
NCP41,1682.21223824,OUT045
FDY10,1922.14938171,OUT013
FDP12,507.04640367,OUT018
NCN26,1922.14938171,OUT049
FDK44,3259.56208491,OUT013
FDC28,1461.843796,OUT049
FDJ41,6280.89088,OUT027
NCT29,1987.25104865,OUT035
NCH42,584.757764773,OUT019
FDU60,2232.84702185,OUT018
FDS02,3391.59125273,OUT045
FDC51,2243.66959672,OUT046
FDU03,3384.10806424,OUT013
FDX39,4340.21835842,OUT045
NCY05,92.6754815534,OUT010
NCL06,6280.89088,OUT027
FDD32,1284.78976687,OUT035
NCN41,1827.83284545,OUT045
NCX53,2309.200798,OUT049
FDU57,346.897283721,OUT019
FDQ23,1573.07062581,OUT046
FDQ52,4433.30403265,OUT045
FDC14,677.102747619,OUT045
FDY09,2778.58931753,OUT035
FDQ28,2644.47784271,OUT045
FDV25,4340.21835842,OUT046
FDJ07,1922.14938171,OUT035
DRB25,1573.07062581,OUT049
FDK52,584.757764773,OUT019
FDY52,1378.26318528,OUT027
FDB28,3391.59125273,OUT046
FDT36,583.814578862,OUT035
FDV25,4340.21835842,OUT017
NCN07,3242.06207153,OUT027
FDC57,2939.34847619,OUT017
FDQ03,3327.95258293,OUT018
FDU23,3053.09987778,OUT017
NCX41,3945.43256721,OUT035
NCD06,798.21760354,OUT035
FDW08,1461.843796,OUT045
NCU29,2649.11023243,OUT017
NCE06,2503.50133645,OUT013
FDV52,281.482081818,OUT010
FDB02,3259.56208491,OUT017
NCR18,677.102747619,OUT045
FDK16,1573.07062581,OUT049
NCQ29,584.757764773,OUT010
FDZ01,219.21852093,OUT019
FDW27,2503.50133645,OUT035
FDD17,3327.95258293,OUT018
FDW39,2552.00523519,OUT013
DRH59,1103.18621333,OUT045
FDS52,1573.07062581,OUT013
FDU40,5329.31472444,OUT027
NCF54,2778.58931753,OUT013
FDH46,1682.21223824,OUT045
NCP14,1879.25701161,OUT049
FDH50,3384.10806424,OUT049
DRF15,346.897283721,OUT010
FDV27,2517.88208848,OUT027
NCJ06,2243.66959672,OUT049
FDN02,3327.95258293,OUT018
FDQ51,798.21760354,OUT049
FDQ07,3737.29577518,OUT017
FDS45,1682.21223824,OUT049
NCJ06,1827.83284545,OUT045
FDD36,1922.14938171,OUT035
FDY25,3384.10806424,OUT045
FDU52,2286.41326737,OUT046
DRK47,3737.29577518,OUT017
NCL30,1987.25104865,OUT017
FDN22,4034.3003069,OUT035
NCF30,3242.06207153,OUT027
FDK03,4034.3003069,OUT035
FDT45,935.032388304,OUT017
NCC54,6280.89088,OUT027
FDP08,2893.8398259,OUT018
FDU44,2644.47784271,OUT046
DRG39,935.032388304,OUT035
FDU32,2243.66959672,OUT049
FDY27,3259.56208491,OUT049
NCP54,2243.66959672,OUT013
NCZ41,1987.25104865,OUT049
DRL49,2309.200798,OUT013
FDI05,1202.65673333,OUT018
FDY56,3643.51972598,OUT045
DRC13,2243.66959672,OUT013
NCV29,3259.56208491,OUT017
FDR24,1458.45500805,OUT049
FDZ34,2893.8398259,OUT018
FDP37,2142.74357094,OUT035
FDX08,5329.31472444,OUT027
FDS57,1827.83284545,OUT045
NCG18,1682.21223824,OUT049
FDK25,2232.84702185,OUT018
FDH53,1202.65673333,OUT049
DRI59,3327.95258293,OUT018
FDA52,2778.58931753,OUT046
FDT20,92.6754815534,OUT010
FDE36,425.935591453,OUT019
FDI24,2778.58931753,OUT017
FDB28,2893.8398259,OUT018
FDV11,2552.00523519,OUT017
FDP01,2453.7477007,OUT046
FDD34,4117.31771263,OUT027
FDJ50,1378.26318528,OUT027
FDZ44,1922.14938171,OUT013
DRO59,1103.18621333,OUT035
DRB48,677.102747619,OUT045
FDR21,2778.58931753,OUT018
NCE42,584.757764773,OUT010
FDO23,1284.78976687,OUT046
NCE30,3327.95258293,OUT018
FDQ22,583.814578862,OUT035
FDY01,1827.83284545,OUT045
FDS08,2778.58931753,OUT017
FDG28,3327.95258293,OUT018
FDQ51,798.21760354,OUT018
FDB05,4433.30403265,OUT017
FDO56,1922.14938171,OUT049
FDE02,1202.65673333,OUT018
FDN45,3737.29577518,OUT017
FDS09,713.858654545,OUT013
NCA54,3384.10806424,OUT018
FDP09,584.757764773,OUT010
FDC53,1573.07062581,OUT045
NCM55,2939.34847619,OUT017
FDL09,2232.84702185,OUT018
FDA11,219.21852093,OUT019
FDA50,1573.07062581,OUT045
FDC23,3259.56208491,OUT017
FDE22,2286.41326737,OUT049
FDD23,3391.59125273,OUT046
NCA29,3259.56208491,OUT049
FDK38,2286.41326737,OUT046
DRC13,2243.66959672,OUT046
NCP43,2778.58931753,OUT049
FDX28,1461.843796,OUT049
FDF08,1202.65673333,OUT049
FDZ33,2503.50133645,OUT046
FDD10,2552.00523519,OUT049
FDO58,2453.7477007,OUT017
FDI50,3945.43256721,OUT017
FDO58,2453.7477007,OUT045
FDX08,3384.10806424,OUT013
NCK17,92.6754815534,OUT010
FDF39,4034.3003069,OUT035
FDU45,281.482081818,OUT010
NCJ18,1752.25244,OUT018
DRC27,584.757764773,OUT019
DRC25,1435.91213437,OUT035
FDU59,2503.50133645,OUT035
FDU28,2939.34847619,OUT035
